label,message
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Sure! I am driving but will reach my destination soon.
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
ham,"I'm in a meeting, call me later at"
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,I am great princess! What are you thinking about me? :)
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,Can. Dunno wat to get 4 her...
ham,"""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"""
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham,K.:)do it at evening da:)urgent:)
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,I had it already..sabarish asked me to go..
ham,Good. Good job. I like entrepreneurs
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,I need details about that online job.
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,It shall be fine. I have avalarr now. Will hollalater
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
ham,Do you like shaking your booty on the dance floor?
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,Ü no home work to do meh... 
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,Havent shopping now lor i juz arrive only
ham,Anything lar...
ham,Sweet heart how are you?
ham,Tired. I haven't slept well the past few nights.
ham,I need... Coz i never go before 
ham,Why i come in between you people
ham,Ok c ü then.
ham,How many times i told in the stage all use to laugh. You not listen aha.
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
ham,Aiyo please ü got time meh.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,And now electricity just went out fml.
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,I cant pick the phone right now. Pls send a message
ham,All e best 4 ur exam later.
ham,What you thinked about me. First time you saw me in class.
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham,Who's there say hi to our drugdealer
ham,We can go 4 e normal pilates after our intro...  
ham,Okie... Thanx...
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,My phone
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
ham,No no. I will check all rooms befor activities
ham,No probably  &lt;#&gt; %.
ham,Update your face book status frequently :)
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,"Yeah why not, is the gang all ready"
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,We will meet soon princess! Ttyl!
ham,I am in your office na.
ham,Thank you baby! I cant wait to taste the real thing...
ham,Welp apparently he retired
ham,Yeah I can still give you a ride
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,I am in a marriage function
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,I'm in town now so i'll jus take mrt down later.
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
ham,Haven't left yet so probably gonna be here til dinner
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
ham,Hey what happen de. Are you alright.
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,K:)k:)good:)study well.
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,1 in cbe. 2 in chennai.
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,"Awesome, text me when you're restocked"
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,I will take care of financial problem.i will help:)
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,Wat time do u wan 2 meet me later?
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,Omg how did u know what I ate?
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,"Yeah, probably here for a while"
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
ham,"Aight, call me once you're close"
ham,Let me know when you've got the money so carlos can make the call
ham,K and you're sure I don't have to have consent forms to do it :V
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,I am joining today formally.Pls keep praying.will talk later.
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,Are you this much buzy
ham,I'll reach in ard 20 mins ok...
ham,"Wat time liao, where still got."
ham,Ugh just got outta class
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
ham,Aight should I just plan to come up later tonight?
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Dont talk to him ever ok its my word.
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,Wishing you a wonderful week.
ham,You do what all you like
ham,Mathews or tait or edwards or anderson
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,Glad to see your reply.
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
ham,Same. Wana plan a trip sometme then
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Sorry i missed your call. Can you please call back.
ham,I will see in half an hour
ham,I'm in class. Will holla later
ham,Must come later.. I normally bathe him in da afternoon mah..
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,You made my day. Do have a great day too.
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Howz pain?hope u r fine..
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,What is the plural of the noun research?
ham,Oh god. I'm gonna Google nearby cliffs now.
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,Me n him so funny...
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,Ok can...
ham,Now press conference da:)
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,Ok lor wat time ü finish?
ham,Really dun bluff me leh... U sleep early too. Nite...
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,Yeah get the unlimited
ham,And by when you're done I mean now
ham,Noice. Text me when you're here
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,Pls send me your address sir.
ham,Pls confirm the time to collect the cheque.
ham,Good night my dear.. Sleepwell&amp;Take care
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,Yeah right! I'll bring my tape measure fri!
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,"K, can I pick up another 8th when you're done?"
ham,"Sorry, I'll call later In meeting."
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,"not that I know of, most people up here are still out of town"
ham,When did you get to the library
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
